ACORES,-7.969,-14.394
ACORES,38.883,-9.03
ACORES,36.971,-25.171
ACORES,41.868,-6.712
ACORES,38.079,-7.932
ACORES,41.587,-8.445
ACORES,40.157,-8.47
ACORES,38.725,-9.355
ACORES,40.265,-7.48
ACORES,38.533,-7.889
ACORES,39.455,-31.131
ACORES,37.014,-7.966
ACORES,39.092,-28.03
ACORES,38.52,-28.716
ACORES,38.764,-27.093
ACORES,39.831,-8.887
ACORES,38.704,-9.036
ACORES,37.741,-25.698
ACORES,38.554,-28.44
ACORES,37.149,-8.584
